profile,kp,ki,bias,integral_limit,max_temperature_C,mean_abs_temp_error_C,rms_temp_error_C,time_above_safe_s,total_cooling_effort,mean_cooling_action,action_variation,total_reward,failed
Random,0.1,0.004,0.15,100.0,36.64882488461927,2.4122628560081516,3.5302510796868853,0.0,678.9168083934346,0.37717600466301926,0.8752391338348389,-237.40129274070017,False
Constant,0.1,0.004,0.15,150.0,37.025018918645934,2.0673684401908603,3.3404096658673055,0.0,809.6305518341251,0.4497947510189584,1.3291853666305542,-219.34093646192994,False
Step,0.1,0.004,0.15,150.0,37.900198343448984,3.7666059996010137,4.5362500898494655,0.0,966.6494393631583,0.5370274663128657,1.0986506938934326,-398.29162066979615,False
Pulsed,0.1,0.004,0.15,150.0,37.01717559574571,1.9898448467830652,3.2265676841316053,0.0,758.8837878601043,0.42160210436672463,2.153544396162033,-204.09869907839277,False
Random,0.1,0.004,0.15,150.0,36.976626556029984,2.171823663176538,3.485092463055854,0.0,735.3324688472785,0.40851803824848804,1.4008730947971344,-234.872989917609,False
Constant,0.1,0.004,0.2,40.0,37.48907235421846,2.85098302120029,3.6257259017702004,0.0,635.3025592070771,0.352945866226154,0.6770363450050354,-247.08211712833221,False
Step,0.1,0.004,0.2,40.0,39.603093678699324,4.580483063355436,5.087651744155331,0.0,780.9005607418949,0.43383364485660825,0.8990243673324585,-483.25662541133556,False
Pulsed,0.1,0.004,0.2,40.0,37.66451592299391,2.6711286901580715,3.4599799198553436,0.0,603.239378768485,0.33513298820471393,1.641740620136261,-225.1026528821731,False
Random,0.1,0.004,0.2,40.0,37.23525963570075,2.8171306655571264,3.686379678391271,0.0,585.6379869397497,0.32535443718874985,0.6581162810325623,-253.85757171804178,False
Constant,0.1,0.004,0.2,75.0,36.759103577720076,2.4894000457735896,3.445928879734408,0.0,707.3759360978147,0.3929866311654526,0.800430178642273,-227.02234497738772,False
Step,0.1,0.004,0.2,75.0,38.88457322892496,4.242333515496061,4.825952905203469,0.0,849.6051048291847,0.47200283601621373,0.982915461063385,-440.04598874290906,False
Pulsed,0.1,0.004,0.2,75.0,36.92434532648217,2.3135161150196395,3.2999704385645563,0.0,675.2786512078601,0.3751548062265889,1.7582828402519226,-208.35062436934194,False
Random,0.1,0.004,0.2,75.0,36.53132885471834,2.485937063119991,3.5477263050628567,0.0,655.8951161459554,0.3643861756366419,0.7984281778335571,-238.4848465632683,False
Constant,0.1,0.004,0.2,100.0,36.601472644189556,2.2544392402507016,3.371277853605971,0.0,760.3233790495433,0.42240187724974626,0.9281895756721497,-220.1704867762765,False
Step,0.1,0.004,0.2,100.0,38.41138343458314,4.017914801388859,4.6753676212089434,0.0,899.6419114158489,0.4998010618976938,1.0483787059783936,-417.068353040755,False
Pulsed,0.1,0.004,0.2,100.0,36.85504402666704,2.0978006274493564,3.240753381404439,0.0,726.3625392483082,0.40353474402683787,1.8492289781570435,-203.52454448829255,False
Random,0.1,0.004,0.2,100.0,36.5592561304196,2.271495238723416,3.496817742861839,0.0,707.256413330615,0.39292022962811946,0.9187895655632019,-234.22128143153404,False
Constant,0.1,0.004,0.2,150.0,36.945279473537965,2.002362674176026,3.3259716157323553,0.0,818.6987472591863,0.45483263736621465,1.4703028798103333,-218.15992047748094,False
Step,0.1,0.004,0.2,150.0,37.86306753860832,3.716768862759413,4.513856108653101,0.0,981.1455134389689,0.5450808407994272,1.0686603784561157,-395.36316990669314,False
Pulsed,0.1,0.004,0.2,150.0,36.985799875629404,1.935690708101717,3.214995548382901,0.0,767.2484632125124,0.4262491462291736,2.2411624789237976,-203.24048737954925,False
Random,0.1,0.004,0.2,150.0,36.897647550377705,2.121187731985826,3.474521448648336,0.0,743.2313679847866,0.41290631554710366,1.5292032361030579,-234.0453032538443,False
Constant,0.1,0.004,0.25,40.0,37.1964212155732,2.677439351865599,3.5362312509242937,0.0,663.9215382008115,0.3688452990004508,0.7017101049423218,-236.3871628348749,False
Step,0.1,0.004,0.25,40.0,39.319757173030744,4.425037973335087,4.971109846338934,0.0,808.4584808833897,0.44914360049077207,0.9244032502174377,-463.2459531441326,False
Pulsed,0.1,0.004,0.25,40.0,37.36481405520371,2.498389030071389,3.376174938951507,0.0,632.0879183483776,0.35115995463798755,1.6662009954452515,-215.5714452305342,False
Random,0.1,0.004,0.25,40.0,36.946835806777706,2.653348252150317,3.613415289843717,0.0,613.4519894623081,0.3408066608123934,0.6859745383262634,-245.05544556406,False
Constant,0.1,0.004,0.25,75.0,36.490943192399385,2.332305013998736,3.390004350616756,0.0,736.500739939278,0.4091670777440433,0.8428044319152832,-221.17579374624322,False
Step,0.1,0.004,0.25,75.0,38.621748640073406,4.099670410417981,4.731455414876013,0.0,877.5104295467027,0.4875057941926126,1.01094251871109,-425.069248915734,False
Pulsed,0.1,0.004,0.25,75.0,36.68456812286991,2.1602582114560644,3.252618682629494,0.0,704.0398285618285,0.3911332380899047,1.7877724766731262,-203.775528307183,False
Random,0.1,0.004,0.25,75.0,36.27177716729156,2.3382971307796114,3.505425870861093,0.0,684.198113428778,0.38011006301598776,0.8388177156448364,-234.08958260203164,False
Constant,0.1,0.004,0.25,100.0,36.50781787600159,2.1073208996588395,3.3370189303901596,0.0,790.0260125810746,0.43890334032281925,0.970328688621521,-217.19979292409903,False
Step,0.1,0.004,0.25,100.0,38.16276947264797,3.882634932999357,4.595581313675575,0.0,927.9774555956246,0.5155430308864581,1.0785264372825623,-405.16518067043955,False
Pulsed,0.1,0.004,0.25,100.0,36.807224496370594,1.9973354373149586,3.214832311356113,0.0,747.8692505098879,0.4154829169499377,1.8944087624549866,-201.36563633989005,False
Random,0.1,0.004,0.25,100.0,36.4664742477746,2.1689673654967714,3.473324991321099,0.0,727.2702785989968,0.4040390436661093,1.037183165550232,-232.05996091887977,False
Constant,0.1,0.004,0.25,150.0,36.86352785423633,1.9476996816146523,3.3161639517203123,0.0,828.1972313108272,0.46010957295045957,1.5948371291160583,-217.54756761152723,False
Step,0.1,0.004,0.25,150.0,37.82563561767731,3.677935708831199,4.496431758953088,0.0,993.3150030127726,0.5518416683404292,1.0338272452354431,-393.130299267318,False
Pulsed,0.1,0.004,0.25,150.0,36.955388463360386,1.90667027414747,3.2078474775352293,0.0,775.3013198602712,0.43072295547792844,2.3727049827575684,-202.87039212743386,False
Random,0.1,0.004,0.25,150.0,36.817913523050755,2.079935562173511,3.4671085473757226,0.0,752.0717700227906,0.4178176500126614,1.6463673114776611,-233.61741371005832,False
Constant,0.1,0.006,0.05,40.0,37.92196203866603,3.1175953837386725,3.7817803308373423,0.0,595.268041981617,0.330704467767565,0.6458343863487244,-266.84151246564466,False
Step,0.1,0.006,0.05,40.0,40.017388946902706,4.815138081352102,5.271284965861498,0.0,742.0203570546291,0.4122335316970162,0.8660719990730286,-516.1135340969009,False
Pulsed,0.1,0.006,0.05,40.0,38.101525044050746,2.9314033139528783,3.606289973930448,0.0,563.8045801925473,0.31322476677363736,1.6039405465126038,-242.70828719545986,False
Random,0.1,0.006,0.05,40.0,37.668356198546235,3.0709828324921014,3.818283406350008,0.0,546.7043666515528,0.3037246481397516,0.6260979175567627,-270.7019222812432,False
Constant,0.1,0.006,0.05,75.0,36.78265202735901,2.523723615512022,3.45984087815358,0.0,704.9191161342897,0.39162173118571647,0.829978346824646,-228.89760775731767,False
Step,0.1,0.006,0.05,75.0,38.905438134624305,4.271163626297792,4.842124762307784,0.0,846.7262389431708,0.4704034660795393,0.9867798089981079,-442.99717148642185,False
Pulsed,0.1,0.006,0.05,75.0,36.95847035251095,2.345844397943651,3.3129685791782713,0.0,673.2351784063503,0.3740195435590835,1.80426025390625,-210.0198772831924,False
Random,0.1,0.006,0.05,75.0,36.59666575667002,2.5210955177323364,3.5606632220204957,0.0,653.5390111235902,0.3630772284019945,0.8299528360366821,-240.28982883118306,False
Constant,0.1,0.006,0.05,100.0,36.83257776781606,2.1508567057736454,3.352355596160379,0.0,786.7403901489452,0.43707799452719176,1.029964566230774,-219.27752693196732,False
Step,0.1,0.006,0.05,100.0,38.19465707987441,3.920708290396026,4.616286631391933,0.0,923.9530454357155,0.5133072474642864,1.0933172106742859,-408.8008482143331,False
Pulsed,0.1,0.006,0.05,100.0,36.98500690239374,2.0379051377739006,3.2287635307086093,0.0,743.8852624187712,0.41326959023265064,2.0643014311790466,-203.14817944204813,False
Random,0.1,0.006,0.05,100.0,36.790459888568904,2.2094269846886094,3.4871876885780586,0.0,721.694906603545,0.4009416147797472,1.122536063194275,-233.9535075452425,False
Constant,0.1,0.006,0.05,150.0,37.17140715776784,1.9141494101731729,3.3222521551119657,0.0,843.1161869454663,0.4683978816363702,1.6816088557243347,-219.54977672628414,False
Step,0.1,0.006,0.05,150.0,37.91712230378153,3.731411516673015,4.527518072175365,0.0,989.2426556642167,0.549579253146787,1.0,-398.3681196735308,False
Pulsed,0.1,0.006,0.05,150.0,37.1176962711756,1.9091140645493936,3.2149004285495617,0.0,783.9997817245312,0.43555543429140625,2.5324087738990784,-204.53422041025277,False
Random,0.1,0.006,0.05,150.0,37.12076227527091,2.057107652961974,3.4725001079546876,0.0,765.5581651907414,0.4253100917726341,1.6988958716392517,-235.3892757951617,False
Constant,0.1,0.006,0.1,40.0,37.62142071876296,2.945544013010989,3.6753646944620595,0.0,622.3394331326708,0.3457441295181505,0.669780433177948,-253.36745542163845,False
Step,0.1,0.006,0.1,40.0,39.72931277253299,4.662638431557439,5.14682100998603,0.0,768.1808570604771,0.4267671428113762,0.8911368250846863,-493.8191020619025,False
Pulsed,0.1,0.006,0.1,40.0,37.79777663244209,2.764378842545459,3.5073730132761147,0.0,590.4340961189682,0.3280189422883157,1.6558023691177368,-230.8247456720018,False
Random,0.1,0.006,0.1,40.0,37.36874565459502,2.9087277526209188,3.7288522048608037,0.0,573.1139742452651,0.31839665235848064,0.651355504989624,-259.3131875731114,False
Constant,0.1,0.006,0.1,75.0,36.57469922061332,2.370236580775584,3.4037464435984006,0.0,733.675437935628,0.4075974655197933,0.8809077739715576,-223.03776075782665,False
Step,0.1,0.006,0.1,75.0,38.64512067469234,4.13246531473132,4.74888053026177,0.0,874.1498367714812,0.48563879820637845,1.0153080821037292,-428.20788875853043,False
Pulsed,0.1,0.006,0.1,75.0,36.89321900960663,2.196044488180457,3.2654721197240044,0.0,701.660071917111,0.3898111510650617,1.8494098782539368,-205.4329854774028,False
Random,0.1,0.006,0.1,75.0,36.52734852068347,2.377057297756441,3.5180563406593715,0.0,681.5289191682823,0.3786271773157124,0.8803858757019043,-235.8739320498788,False
Constant,0.1,0.006,0.1,100.0,36.77071473223385,2.0464527211146577,3.3278564194033677,0.0,802.6776655670255,0.4459320364261253,1.1986552476882935,-217.06797148458904,False
Step,0.1,0.006,0.1,100.0,37.954162206411205,3.7909599664388516,4.5444411576297,0.0,952.281787964981,0.5290454377583228,1.135836660861969,-398.45956272745485,False
Pulsed,0.1,0.006,0.1,100.0,36.96360682424633,1.9527500702449248,3.2099912163462507,0.0,751.9856099383906,0.41776978329910586,2.180864155292511,-201.45169092748222,False
Random,0.1,0.006,0.1,100.0,36.729758764156166,2.1323308835316244,3.4700529121121035,0.0,729.1950537166558,0.4051083631759199,1.297836184501648,-232.2620660431034,False
Constant,0.1,0.006,0.1,150.0,37.11791036244406,1.9030457770944866,3.318598813996335,0.0,843.8215353954001,0.46878974188633343,1.6483905911445618,-219.0593976879939,False
Step,0.1,0.006,0.1,150.0,37.888035565868265,3.7152316530985696,4.518355706660915,0.0,991.6277412204072,0.550904300678004,1.0,-396.94136954281345,False
Pulsed,0.1,0.006,0.1,150.0,37.09602986816762,1.8993484176120574,3.2114029697054582,0.0,785.2817729189992,0.4362676516216662,2.4373000860214233,-204.1328281818355,False
Random,0.1,0.006,0.1,150.0,37.0671018037848,2.0431934809150154,3.4691976684962724,0.0,767.786251693964,0.4265479176077578,1.6353660225868225,-235.0192552489963,False
Constant,0.1,0.006,0.15,40.0,37.32747440598252,2.775530075816458,3.581040484049736,0.0,650.055476767011,0.36114193153722834,0.6944088935852051,-241.91018823505334,False
Step,0.1,0.006,0.15,40.0,39.446553555204396,4.511632434245561,5.029201835802665,0.0,794.8750875729602,0.44159727087386674,0.9167750477790833,-473.37594483557973,False
Pulsed,0.1,0.006,0.15,40.0,37.49996796639945,2.599389924738459,3.4208793883285105,0.0,617.6928241280839,0.3431626800711577,1.7062585353851318,-220.87416980578877,False
Random,0.1,0.006,0.15,40.0,37.07946707257531,2.7483405078106435,3.6510431947357778,0.0,600.1365109651815,0.3334091727584342,0.6802443861961365,-249.7882243666787,False
Constant,0.1,0.006,0.15,75.0,36.50492211551531,2.2193133561399128,3.359467260600179,0.0,763.0151748158969,0.42389731934216496,0.9323878288269043,-218.778732238298,False
Step,0.1,0.006,0.15,75.0,38.390179885736686,3.9956061765081343,4.662702527467764,0.0,902.0585104189813,0.5011436168994341,1.044426441192627,-414.9789717520377,False
Pulsed,0.1,0.006,0.15,75.0,36.85997690634682,2.0632498452852683,3.2300540397201467,0.0,728.0876503698528,0.40449313909436263,1.9533947110176086,-202.30266772371883,False
Random,0.1,0.006,0.15,75.0,36.45585415560471,2.2354440380817024,3.486161481100094,0.0,710.067646875541,0.3944820260419672,0.9296857118606567,-232.9242978085147,False
Constant,0.1,0.006,0.15,100.0,36.707314121402725,1.9659703761903038,3.3110144152865417,0.0,811.6905977954157,0.45093922099745315,1.394174575805664,-215.58816022260487,False
Step,0.1,0.006,0.15,100.0,37.767286539748966,3.676853851547492,4.486694580686824,0.0,978.2806060593575,0.543489225588532,1.135457992553711,-390.47137923408155,False
Pulsed,0.1,0.006,0.15,100.0,36.94239131280835,1.884753819644782,3.197562550667763,0.0,762.8601679364219,0.4238112044091233,2.270448386669159,-200.5806943277841,False
Random,0.1,0.006,0.15,100.0,36.664911646376574,2.069173418316187,3.458439721030491,0.0,738.3422513968544,0.41019013966491913,1.477213740348816,-231.34478968358675,False
Constant,0.1,0.006,0.15,150.0,37.06343286140919,1.8949388655712966,3.3153501884869647,0.0,845.0809289934114,0.4694894049963396,1.623788595199585,-218.6544369624703,False
Step,0.1,0.006,0.15,150.0,37.86107469899804,3.6988142807257414,4.50918408576049,0.0,994.0522729307413,0.5522512627393007,1.0,-395.51682514594273,False
Pulsed,0.1,0.006,0.15,150.0,37.0741478648906,1.8924423800598187,3.2083825527592227,0.0,787.0221373619279,0.4372345207566266,2.3550899624824524,-203.8093344479282,False
Random,0.1,0.006,0.15,150.0,37.01599556097324,2.0338541273590205,3.4663773632492036,0.0,770.0035297917202,0.4277797387731779,1.5982632040977478,-234.7141610400805,False
Constant,0.1,0.006,0.2,40.0,37.03971951044886,2.607739424110426,3.4992410854045772,0.0,678.4203726835549,0.37690020704641936,0.7211288809776306,-232.4011553202976,False
Step,0.1,0.006,0.2,40.0,39.1688982510497,4.362094039397834,4.91860598448133,0.0,822.1168865785003,0.4567316036547224,0.9430193901062012,-454.7289372871897,False
Pulsed,0.1,0.006,0.2,40.0,37.20817239361623,2.4364311054048127,3.3471304748595654,0.0,645.5996226904681,0.35866645705026007,1.7530050873756409,-212.7797945711424,False
Random,0.1,0.006,0.2,40.0,36.79642861259885,2.59008100813625,3.5851375261660348,0.0,627.7690586849349,0.34876058815829714,0.7145035862922668,-242.06562345216471,False
Constant,0.1,0.006,0.2,75.0,36.43279204422964,2.071135802536275,3.326830755962745,0.0,792.9273728081025,0.4405152071156125,0.9811568856239319,-216.04422212086408,False
Step,0.1,0.006,0.2,75.0,38.14095237532457,3.8606234255505383,4.583653287692314,0.0,930.4508441282669,0.516917135626815,1.074142336845398,-403.25606374521357,False
Pulsed,0.1,0.006,0.2,75.0,36.82062757937279,1.9614643374545393,3.205707889130282,0.0,748.5786352762952,0.4158770195979418,2.0753912329673767,-200.32288549343315,False
Random,0.1,0.006,0.2,75.0,36.38032598255317,2.130035099539007,3.4641903509855667,0.0,726.971363789402,0.4038729798830011,1.0757847428321838,-230.8765522744827,False
Constant,0.1,0.006,0.2,100.0,36.64201089037058,1.8978165644605482,3.300201467464236,0.0,822.7347275563516,0.45707484864241754,1.5724720358848572,-214.92057547480215,False
Step,0.1,0.006,0.2,100.0,37.669324630030296,3.5996102639998377,4.451483321180027,0.0,997.8064532647841,0.5543369184804356,1.0729076862335205,-385.843056769186,False
Pulsed,0.1,0.006,0.2,100.0,36.92050443211219,1.8479229363157073,3.190447500611659,0.0,773.4520159615204,0.4296955644230669,2.491058051586151,-200.30211349014124,False
Random,0.1,0.006,0.2,100.0,36.59666575667002,2.015953704512951,3.451016732310281,0.0,750.2884268490598,0.4168269038050332,1.6341640949249268,-231.03592318260777,False
Constant,0.1,0.006,0.2,150.0,37.00768621171347,1.8875532083077566,3.312307696163442,0.0,846.3711504717357,0.47020619470651986,1.6044421792030334,-218.27742770551467,False
Step,0.1,0.006,0.2,150.0,37.83388145107759,3.682140638673376,4.499999748681172,0.0,996.5191215919331,0.5536217342177406,1.0,-394.09403878168933,False
Pulsed,0.1,0.006,0.2,150.0,37.051925575814835,1.886567329596968,3.2055438611544935,0.0,788.0157944243401,0.4377865524579667,2.351859211921692,-203.46332823672452,False
Random,0.1,0.006,0.2,150.0,36.962355078572315,2.0255219478752124,3.463734458737744,0.0,771.9995666248724,0.4288886481249291,1.5687292218208313,-234.4186093733526,False
Constant,0.1,0.006,0.25,40.0,36.759206540954565,2.4425485465439802,3.43034902815483,0.0,707.4274678638903,0.3930152599243835,0.7599605917930603,-224.77439966657292,False
Step,0.1,0.006,0.25,40.0,38.89696977346056,4.213929969101406,4.81519730761054,0.0,849.9294340165798,0.4721830188980999,0.9698298573493958,-437.8211635710007,False
Pulsed,0.1,0.006,0.25,40.0,36.92229536610009,2.2747504804780654,3.2861489096548255,0.0,674.2538976682117,0.3745854987045621,1.7951886653900146,-206.43405563844217,False
Random,0.1,0.006,0.25,40.0,36.52012587521805,2.4344209227657676,3.531341794593635,0.0,655.9909737174166,0.36443942984300925,0.7548828125,-236.08406214335855,False
Constant,0.1,0.006,0.25,75.0,36.357617028971745,1.9649161824572994,3.304860238820521,0.0,808.5995470057242,0.44922197055873564,1.1509568095207214,-214.1150215325558,False
Step,0.1,0.006,0.25,75.0,37.89716477042182,3.7275615220930254,4.511768986633427,0.0,959.3243917361833,0.5329579954089907,1.1073296070098877,-392.98501260164886,False
Pulsed,0.1,0.006,0.25,75.0,36.77500071440817,1.875510052325449,3.189629384681183,0.0,757.2365450931247,0.4206869694961804,2.2078474164009094,-198.95021362432706,False
Random,0.1,0.006,0.25,75.0,36.30217759260483,2.050776087885979,3.4495005825057223,0.0,734.8668702272698,0.40825937234848325,1.2490599751472473,-229.48431038341104,False
Constant,0.1,0.006,0.25,100.0,36.57469922061332,1.8375192398028064,3.2938840675158114,0.0,836.3897419357672,0.4646609677420929,1.6924822926521301,-214.85976721681655,False
Step,0.1,0.006,0.25,100.0,37.641649665408906,3.562846439247467,4.436868409600902,0.0,1009.9853332567145,0.561102962920397,1.0386617183685303,-384.11678982637767,False
Pulsed,0.1,0.006,0.25,100.0,36.89321900960663,1.8362272982669212,3.1869803408337227,0.0,780.6133664625231,0.4336740924791795,2.673918664455414,-200.27366109493428,False
Random,0.1,0.006,0.25,100.0,36.52734852068347,1.9673597750556564,3.446199514932888,0.0,762.685525693465,0.4237141809408139,1.6872756481170654,-230.98716514660904,False
Constant,0.1,0.006,0.25,150.0,36.95071023210126,1.8808364260059685,3.3094488096387864,0.0,847.5172448167577,0.47084291378708765,1.5903044939041138,-217.91584459896248,False
Step,0.1,0.006,0.25,150.0,37.80663336164083,3.6651781191461263,4.490792591741336,0.0,999.033294532448,0.5550184969624712,1.0,-392.67142633863756,False
Pulsed,0.1,0.006,0.25,150.0,37.02949913910323,1.8811877986603711,3.202848580560296,0.0,788.1943699959666,0.4378857611088703,2.3644796013832092,-203.09585953477117,False
Random,0.1,0.006,0.25,150.0,36.906631069768785,2.0176784391419744,3.4612355952369502,0.0,773.7730246473802,0.4298739025818779,1.5427709221839905,-234.127728212551,False
Constant,0.12,0.0005,0.05,40.0,38.85653055343205,3.633108980133648,4.165513942000221,0.0,518.643535575713,0.2881352975420628,0.5962098240852356,-319.5190275177634,False
Step,0.12,0.0005,0.05,40.0,40.70080805687579,5.1731879410699495,5.587937983238128,0.0,683.466743941186,0.3797037466339922,0.8342214822769165,-575.6968691188442,False
Pulsed,0.12,0.0005,0.05,40.0,39.06113344914173,3.442631708554706,3.9776405943106172,0.0,486.22327127383323,0.270124039596574,1.5789344012737274,-291.22470423344987,False
Random,0.12,0.0005,0.05,40.0,38.62075096522787,3.565860038758867,4.157919324568875,0.0,469.56590785924345,0.2608699488106908,0.5725462734699249,-317.3250100966246,False
Constant,0.12,0.0005,0.05,75.0,38.76201900700285,3.5894606971168237,4.127318185167782,0.0,525.6858831755817,0.29204771287532316,0.6041531264781952,-314.03527137297425,False
Step,0.12,0.0005,0.05,75.0,40.61049941549857,5.132570567380378,5.548546222364755,0.0,690.47762218563,0.38359867899201666,0.8425852060317993,-568.1025012573475,False
Pulsed,0.12,0.0005,0.05,75.0,38.96513765800509,3.400248573751255,3.9411120573555136,0.0,493.19954041580786,0.2739997446754488,1.584879457950592,-286.2254836748707,False
Random,0.12,0.0005,0.05,75.0,38.52761791528459,3.526009959997741,4.125012376358182,0.0,476.47301701118704,0.2647072316728817,0.5808762013912201,-312.62286852115307,False
Constant,0.12,0.0005,0.05,100.0,38.69685337074017,3.5610435654455386,4.102335770605848,0.0,530.619071391644,0.29478837299535776,0.6103011667728424,-310.4963492831565,False
Step,0.12,0.0005,0.05,100.0,40.54758290817893,5.105507693773698,5.52211275219711,0.0,695.357381118898,0.38630965617716556,0.8489154577255249,-563.0566703512147,False
Pulsed,0.12,0.0005,0.05,100.0,38.89851513291419,3.3725457569751667,3.917238880715986,0.0,498.1177450586765,0.27673208058815363,1.587088167667389,-283.0013635623378,False
Random,0.12,0.0005,0.05,100.0,38.46349567691881,3.5003216063618967,4.10374316596158,0.0,481.30376861063996,0.26739098256146665,0.5874194502830505,-309.6242316995047,False
Constant,0.12,0.0005,0.05,150.0,38.57207928206977,3.509677843608123,4.057413104192254,0.0,540.2969902716577,0.3001649945953654,0.6238199472427368,-304.23442504668355,False
Step,0.12,0.0005,0.05,150.0,40.42603587965092,5.055271177139934,5.472972098151438,0.0,704.8632498753141,0.39159069437517446,0.8624266386032104,-553.7855623962588,False
Pulsed,0.12,0.0005,0.05,150.0,38.77051969461688,3.3226474720255315,3.874840673677722,0.0,507.74664970417507,0.28208147205787504,1.6170871257781982,-277.3705676195854,False
Random,0.12,0.0005,0.05,150.0,38.341082255482185,3.4544156914772683,4.066074558067485,0.0,490.74086698290193,0.2726338149905011,0.6020143628120422,-304.3998200409966,False
Constant,0.12,0.0005,0.1,40.0,38.56445258642506,3.4570573047861317,4.032211881383076,0.0,542.1925607108278,0.30121808928379323,0.6139269471168518,-300.37288521466184,False
Step,0.12,0.0005,0.1,40.0,40.425998208686806,5.021518280090518,5.455916374191257,0.0,706.7989084825385,0.392666060268077,0.8542524576187134,-550.21787198233,False
Pulsed,0.12,0.0005,0.1,40.0,38.764670113549705,3.2671001207771435,3.846516094805167,0.0,509.82362022146117,0.28323534456747845,1.6103096008300781,-273.2336103227067,False
Random,0.12,0.0005,0.1,40.0,38.32764714123636,3.397482862127405,4.039310835979426,0.0,492.4862038482679,0.27360344658237107,0.5900682806968689,-300.30268270423795,False
Constant,0.12,0.0005,0.1,75.0,38.47287515274915,3.4162539441914466,3.9977871208309277,0.0,549.2047145814868,0.3051137303230482,0.6223741471767426,-295.63051379311315,False
Step,0.12,0.0005,0.1,75.0,40.33768247240663,4.982612872973936,5.418897707748166,0.0,713.8099889363803,0.3965611049646557,0.8629671335220337,-543.290300861939,False
Pulsed,0.12,0.0005,0.1,75.0,38.67169952201198,3.227675909245172,3.8143149384932844,0.0,516.6809942006366,0.28704499677813144,1.6083975434303284,-269.0187713595489,False
Random,0.12,0.0005,0.1,75.0,38.23751661124764,3.3606821660049606,4.010210331490352,0.0,499.35894125839695,0.27742163403244274,0.5990568995475769,-296.3059759190307,False
Constant,0.12,0.0005,0.1,100.0,38.409820290401285,3.389956989015439,3.9754636450230816,0.0,554.1115249031573,0.3078397360573096,0.6289302706718445,-292.5991495295513,False
Step,0.12,0.0005,0.1,100.0,40.27642948076867,4.956802577571683,5.394145647980622,0.0,718.6843831963779,0.3992691017757655,0.8695632815361023,-538.7056639644244,False
Pulsed,0.12,0.0005,0.1,100.0,38.6076215449498,3.202974355252545,3.7938111747053354,0.0,521.4489000344474,0.2896938333524708,1.6068373322486877,-266.379074166997,False
Random,0.12,0.0005,0.1,100.0,38.17573210054446,3.3372550591294803,3.9916004013129376,0.0,504.1577878239332,0.2800876599021851,0.6061102151870728,-293.7878632230915,False
Constant,0.12,0.0005,0.1,150.0,38.2900016519898,3.342940420583334,3.93575043307541,0.0,563.7278163161245,0.31318212017562475,0.6433266401290894,-287.30033066601084,False
Step,0.12,0.0005,0.1,150.0,40.158021000695435,4.909113017692188,5.348328226635333,0.0,728.1692971076118,0.4045384983931177,0.8836863040924072,-530.3221533778749,False
Pulsed,0.12,0.0005,0.1,150.0,38.48477337193888,3.1597888515871335,3.7579964184912895,0.0,530.7766336855711,0.29487590760309507,1.6484177112579346,-261.85857064028613,False
Random,0.12,0.0005,0.1,150.0,38.05812321300427,3.2959580461144307,3.9590821328697396,0.0,513.5145195581717,0.2852858441989843,0.621810108423233,-289.46910421594373,False
Constant,0.12,0.0005,0.15,40.0,38.27597343047964,3.2812675811555043,3.9076102560286783,0.0,566.611226374167,0.31478401465231504,0.6320732235908508,-283.1231251754358,False
Step,0.12,0.0005,0.15,40.0,40.154302762458805,4.870018548521894,5.328827369727518,0.0,730.7894151359797,0.4059941195199887,0.8746776580810547,-526.3513754729178,False
Pulsed,0.12,0.0005,0.15,40.0,38.47185777823364,3.0946634699021853,3.725127739187735,0.0,534.2161543220282,0.29678675240112673,1.6358855366706848,-257.20316948836495,False
Random,0.12,0.0005,0.15,40.0,38.03777709666264,3.229166164887071,3.929500080199289,0.0,516.2446242290316,0.28680256901612866,0.6080227792263031,-285.06082555097805,False
Constant,0.12,0.0005,0.15,75.0,38.18749565206707,3.243301564895237,3.8770350730011667,0.0,573.5517571815872,0.31863986510088177,0.6411031484603882,-279.08715566616803,False
Step,0.12,0.0005,0.15,75.0,40.068266367830866,4.832778503203541,5.294206600530628,0.0,737.7824807359139,0.40987915596439656,0.8837647438049316,-520.0664813433501,False
Pulsed,0.12,0.0005,0.15,75.0,38.38178521098823,3.0573838366566637,3.6967477235785458,0.0,541.0475741263945,0.3005819856257747,1.6227267980575562,-253.64916370023317,False
Random,0.12,0.0005,0.15,75.0,37.95109331835159,3.1953708755820953,3.9042261811703174,0.0,523.0363740576431,0.2905757633653573,0.6177448928356171,-281.73154225784407,False
Constant,0.12,0.0005,0.15,100.0,38.12693400697052,3.2191190862383117,3.857417663819375,0.0,578.4010903378366,0.3213339390765759,0.6481309533119202,-276.53861185764003,False
Step,0.12,0.0005,0.15,100.0,40.00862082984124,4.808195922713072,5.2711510961410575,0.0,742.6381412038754,0.41257674511326414,0.8906551599502563,-515.9259159651785,False
Pulsed,0.12,0.0005,0.15,100.0,38.32024849948868,3.034518139495052,3.679143228485288,0.0,545.7510668731411,0.30319503715174506,1.633554756641388,-251.48856661892322,False
Random,0.12,0.0005,0.15,100.0,37.891907984034454,3.174189649729421,3.888288255363125,0.0,527.7652527405007,0.29320291818916705,0.6253631412982941,-279.66833537891466,False
Constant,0.12,0.0005,0.15,150.0,38.01252100399724,3.176452514742848,3.822979045215144,0.0,587.8894574254227,0.32660525412523483,0.6635178327560425,-272.15310470366023,False
