profile,kp,ki,bias,integral_limit,max_temperature_C,mean_abs_temp_error_C,rms_temp_error_C,time_above_safe_s,total_cooling_effort,mean_cooling_action,action_variation,total_reward,failed
Random,0.06,0.004,0.15,100.0,36.75757047095504,2.5739387703174295,3.582638010599888,0.0,651.6898225952173,0.3620499014417874,0.7583003044128418,-243.13408668338164,False
Constant,0.06,0.004,0.15,150.0,37.14783172250741,2.1521398170053456,3.3630775821730707,0.0,801.254938306578,0.44514163239254334,1.1981636881828308,-221.72912019014885,False
Step,0.06,0.004,0.15,150.0,38.39608270024288,4.033985868142768,4.686215002373138,0.0,910.0908791281981,0.5056060439601101,1.0441134572029114,-420.158246321629,False
Pulsed,0.06,0.004,0.15,150.0,37.070585633731696,2.059583892650522,3.245006830011653,0.0,751.7299327480141,0.4176277404155634,1.7564724683761597,-206.0059746991365,False
Random,0.06,0.004,0.15,150.0,37.08931049673914,2.2421496053461847,3.5024263757051366,0.0,727.6988201709464,0.4042771223171924,1.2925410568714142,-236.76556725380422,False
Constant,0.06,0.004,0.2,40.0,38.105636122350646,3.1666841703850324,3.8273986493222236,0.0,580.6121019294369,0.3225622788496872,0.5786606073379517,-272.4116105151715,False
Step,0.06,0.004,0.2,40.0,40.783446089347734,5.136909951634253,5.5769812170011095,0.0,681.1992067961255,0.37844400377562526,0.7379357218742371,-573.0527539667216,False
Pulsed,0.06,0.004,0.2,40.0,38.24178228008366,2.9551905131804093,3.6302286091570544,0.0,554.7456149618956,0.30819200831216426,1.1278780698776245,-245.330281838117,False
Random,0.06,0.004,0.2,40.0,37.780873752765174,3.0829985257142987,3.8348218502504476,0.0,538.4385481448262,0.29913252674712565,0.5639274418354034,-272.5198775726287,False
Constant,0.06,0.004,0.2,75.0,37.1664084639212,2.7068190715706555,3.5425216657303986,0.0,669.0046266301069,0.37166923701672605,0.6911460161209106,-237.81442207506828,False
Step,0.06,0.004,0.2,75.0,39.80269352454751,4.691908903031574,5.169450013575961,0.0,763.319498049299,0.4240663878051661,0.833197832107544,-497.88645647797387,False
Pulsed,0.06,0.004,0.2,75.0,37.292183281521666,2.504001613641324,3.3755666263027977,0.0,643.037211318966,0.3572428951772033,1.2690025568008423,-216.31941565045935,False
Random,0.06,0.004,0.2,75.0,36.88916869869056,2.6662166746507987,3.6141142307673584,0.0,624.2265137226786,0.34679250762371033,0.6909665465354919,-245.95945999837892,False
Constant,0.06,0.004,0.2,100.0,36.711793115325406,2.412773667042094,3.4218159980154983,0.0,733.5618252839195,0.40753434737995525,0.8084166646003723,-225.3348522256536,False
Step,0.06,0.004,0.2,100.0,39.17815539885049,4.399931602879561,4.934661467052592,0.0,823.069339630194,0.45726074423899665,0.9073083996772766,-458.153447567492,False
Pulsed,0.06,0.004,0.2,100.0,36.904282293493026,2.2203536802030364,3.277528743370839,0.0,707.2289912239648,0.3929049951244249,1.362839937210083,-207.1304882309565,False
Random,0.06,0.004,0.2,100.0,36.66538568729729,2.4002731117478238,3.5301791841787993,0.0,686.5513355231378,0.38141740862396545,0.806537926197052,-237.6829816868392,False
Constant,0.06,0.004,0.2,150.0,37.066635055703024,2.069454482927586,3.3416101521709027,0.0,810.7773115225136,0.4504318397347298,1.3661744594573975,-219.7596090177775,False
Step,0.06,0.004,0.2,150.0,38.1097526490695,3.879058704459982,4.59717533467828,0.0,944.346729002893,0.5246370716682739,1.0905590057373047,-407.10627684220697,False
Pulsed,0.06,0.004,0.2,150.0,37.037105301790895,1.9849416264889608,3.227556155598012,0.0,760.4670468377881,0.42248169268766006,1.8202785551548004,-204.49737208615426,False
Random,0.06,0.004,0.2,150.0,37.01313646520834,2.17865749573051,3.4869977918595727,0.0,735.2032505606767,0.40844625031148707,1.4537379741668701,-235.37126802846274,False
Constant,0.06,0.004,0.25,40.0,37.71140685648084,2.9413731211518392,3.6851638181316297,0.0,616.6968966921795,0.34260938705121086,0.6089790463447571,-254.15438392472296,False
Step,0.06,0.004,0.25,40.0,40.38576982803732,4.929426991311089,5.394495280107653,0.0,714.8425969571108,0.39713477608728376,0.7674742937088013,-538.1822982097431,False
Pulsed,0.06,0.004,0.25,40.0,37.843741241504205,2.73095601566566,3.496209693769267,0.0,591.193817624182,0.3284410097912122,1.1641187071800232,-229.06741586685862,False
Random,0.06,0.004,0.25,40.0,37.39807449155179,2.8723501718075783,3.7186690888862417,0.0,573.5039474407677,0.3186133041337598,0.5953450202941895,-257.64185669390406,False
Constant,0.06,0.004,0.25,75.0,36.821973596826645,2.509165799748287,3.454663121620579,0.0,705.0653564236127,0.3917029757908959,0.7360273599624634,-227.98989952842814,False
Step,0.06,0.004,0.25,75.0,39.44928927568945,4.50748374979499,5.024124102631218,0.0,796.8615913465619,0.4427008840814233,0.8661371469497681,-472.6344511701938,False
Pulsed,0.06,0.004,0.25,75.0,36.94156479606719,2.3124928783135226,3.3008579735780095,0.0,678.678791722632,0.37704377317924,1.3092846274375916,-208.55754449037636,False
Random,0.06,0.004,0.25,75.0,36.55629590012214,2.482095318858486,3.547617186782117,0.0,659.2453015439678,0.3662473897466488,0.7363231182098389,-238.56304646396202,False
Constant,0.06,0.004,0.25,100.0,36.614203185968506,2.2308549637393043,3.368096572972039,0.0,770.1185834426433,0.4278436574681352,0.8570589423179626,-220.1839925627415,False
Step,0.06,0.004,0.25,100.0,38.852244701188965,4.227667983756908,4.813079621214961,0.0,856.9933842085302,0.4761074356714057,0.9422698616981506,-438.39890177802704,False
Pulsed,0.06,0.004,0.25,100.0,36.86371392793362,2.081383284358276,3.2369143118659918,0.0,737.8284255662002,0.4099046808701112,1.4807639122009277,-203.54998503026383,False
Random,0.06,0.004,0.25,100.0,36.56824452647828,2.252146232121748,3.493540768505355,0.0,717.8323211776442,0.3987957339875801,0.9133347272872925,-234.23953699205742,False
Constant,0.06,0.004,0.25,150.0,36.98266150554471,2.00175598643525,3.327187330104462,0.0,820.3836165416433,0.45576867585646846,1.530538558959961,-218.66064006301,False
Step,0.06,0.004,0.25,150.0,37.90366839450026,3.751789370888766,4.531302653884468,0.0,974.2912956202053,0.5412729420112252,1.0662237405776978,-397.9026615782166,False
Pulsed,0.06,0.004,0.25,150.0,37.00369155896139,1.942835566588037,3.217218414566878,0.0,769.4570572143421,0.4274761428968567,2.0108125805854797,-203.87868739212027,False
Random,0.06,0.004,0.25,150.0,36.93178986575343,2.1277951208570194,3.476479590496393,0.0,744.2935290937312,0.4134964050520729,1.6089653968811035,-234.62882354695958,False
Constant,0.06,0.006,0.05,40.0,38.699231679747896,3.5135270443406164,4.0740954006063115,0.0,530.4900711125229,0.29471670617362383,0.539561003446579,-306.2626845720146,False
Step,0.06,0.006,0.05,40.0,41.372018605203294,5.448158844331163,5.862356016575585,0.0,634.1863981380593,0.3523257767433663,0.6991205215454102,-630.3181730952692,False
Pulsed,0.06,0.006,0.05,40.0,38.83016365952548,3.292524832235722,3.8618129200288718,0.0,505.158704160247,0.28064372453347053,1.0729928016662598,-275.3728098906513,False
Random,0.06,0.006,0.05,40.0,38.36001785957741,3.41009963457536,4.043845441649229,0.0,489.57315921084955,0.271985088450472,0.5242696404457092,-301.00368527494834,False
Constant,0.06,0.006,0.05,75.0,37.20352695440108,2.7480391037128875,3.5617283222554375,0.0,665.7634208695963,0.36986856714977573,0.7044935822486877,-240.36103192079923,False
Step,0.06,0.006,0.05,75.0,39.83210850258737,4.725139999286019,5.190830021758007,0.0,759.96184075973,0.42220102264429443,0.8362730741500854,-501.94981827535304,False
Pulsed,0.06,0.006,0.05,75.0,37.32381058487431,2.5419738692352607,3.3928629020312986,0.0,640.2690822449513,0.3557050456916396,1.2906773686408997,-218.49967564336475,False
Random,0.06,0.006,0.05,75.0,36.932759746560684,2.708155546994938,3.631746478264496,0.0,620.982271307963,0.34499015072664607,0.705590009689331,-248.3509078353008,False
Constant,0.06,0.006,0.05,100.0,36.91852934441204,2.283282682028855,3.3879496247954024,0.0,765.6341941666324,0.42535233009257356,0.887769341468811,-222.74190293577897,False
Step,0.06,0.006,0.05,100.0,38.8966824260325,4.271310050663057,4.83986470159325,0.0,852.238442257978,0.4734658012544322,0.9470139145851135,-443.16328210998086,False
Pulsed,0.06,0.006,0.05,100.0,37.02056295964527,2.128809418508791,3.25437900438334,0.0,731.9985486287624,0.4066658603493124,1.5797110199928284,-205.65174959554457,False
Random,0.06,0.006,0.05,100.0,36.872299290776446,2.3022332185387615,3.5111272000040215,0.0,712.3592428313568,0.39575513490630937,0.9631937742233276,-236.56925331398597,False
Constant,0.06,0.006,0.05,150.0,37.26166249878057,1.9442972462634922,3.329055917388111,0.0,841.6429343237542,0.4675794079576412,1.7464836835861206,-220.4846189948543,False
Step,0.06,0.006,0.05,150.0,38.05652152575003,3.7681377921031314,4.548759010879026,0.0,983.8355456190184,0.5465753031216769,1.0,-401.68304552498967,False
Pulsed,0.06,0.006,0.05,150.0,37.1544583869208,1.926533846351243,3.2207789251477648,0.0,784.4547433862463,0.4358081907701368,2.3346478939056396,-205.3848789949849,False
Random,0.06,0.006,0.05,150.0,37.20506877748219,2.0860624220267603,3.478631100917966,0.0,764.5973338363692,0.42477629657576066,1.7771298289299011,-236.2952453836181,False
Constant,0.06,0.006,0.1,40.0,38.290054634971945,3.28979921633491,3.9060410280993034,0.0,564.1843039747328,0.31343572443040707,0.5690635442733765,-283.04560148757025,False
Step,0.06,0.006,0.1,40.0,40.963262131382876,5.245254452041418,5.668648753201486,0.0,665.6869053230621,0.36982605851281225,0.7280791401863098,-591.2137776872094,False
Pulsed,0.06,0.006,0.1,40.0,38.42774952004862,3.0767169054513994,3.7054782854323354,0.0,538.352977767121,0.2990849876484006,1.126481533050537,-254.9724727055333,False
Random,0.06,0.006,0.1,40.0,37.9654106747982,3.2012838631546,3.90219794081742,0.0,522.451650260482,0.2902509168113789,0.554406613111496,-281.61478554295053,False
Constant,0.06,0.006,0.1,75.0,36.86332834438379,2.5558872640385246,3.4739119520369965,0.0,701.2375820050947,0.38957643444727486,0.7551816701889038,-230.50940966786985,False
Step,0.06,0.006,0.1,75.0,39.483820337182294,4.546192497406765,5.047785109979196,0.0,792.8264371538535,0.4404591317521408,0.8697666525840759,-477.0203209387616,False
Pulsed,0.06,0.006,0.1,75.0,36.98399579313213,2.3556929411643956,3.3181619471171624,0.0,675.3737405817956,0.3752076336565531,1.3393914103507996,-210.71313320237678,False
Random,0.06,0.006,0.1,75.0,36.609621538226264,2.529557884563696,3.5650159149309855,0.0,655.4571044956101,0.3641428358308945,0.7561362385749817,-240.9125572043941,False
Constant,0.06,0.006,0.1,100.0,36.85617368112536,2.134638777358434,3.3499766700588753,0.0,793.8534551082412,0.4410296972823562,1.0272403359413147,-219.33929229525663,False
Step,0.06,0.006,0.1,100.0,38.58595972272912,4.107453554466935,4.731001988582193,0.0,886.0371926557273,0.49224288480873735,0.9836509227752686,-426.09143119639464,False
Pulsed,0.06,0.006,0.1,100.0,36.997714590017274,2.019242099762228,3.2258438817034842,0.0,744.9504525829107,0.4138613625460615,1.7093229293823242,-202.9775353597728,False
Random,0.06,0.006,0.1,100.0,36.81126603292201,2.2016873883602854,3.4854412768891088,0.0,721.7442291211337,0.4009690161784076,1.1577381491661072,-233.87247489816326,False
Constant,0.06,0.006,0.1,150.0,37.20775505177633,1.923239048491843,3.3244863179010484,0.0,844.0083926636726,0.4688935514798181,1.6576210856437683,-219.94528801791571,False
Step,0.06,0.006,0.1,150.0,37.99321842098131,3.751670197376523,4.5391562742193425,0.0,986.2532859696075,0.5479184922053375,1.0,-400.1784509203958,False
Pulsed,0.06,0.006,0.1,150.0,37.13272275602188,1.9126485453246318,3.2165793673817613,0.0,785.4807575345039,0.43637819863028,2.2420923709869385,-204.87765246421375,False
Random,0.06,0.006,0.1,150.0,37.154207845030726,2.0658404942324937,3.4746306256726243,0.0,768.0633903144335,0.42670188350801863,1.676786720752716,-235.88329982437753,False
Constant,0.06,0.006,0.15,40.0,37.89474640987841,3.0705074439685527,3.7571176331469167,0.0,598.6773334920872,0.33259851860671513,0.5994982123374939,-263.50260007614236,False
Step,0.06,0.006,0.15,40.0,40.567258853125956,5.045698536436996,5.485996954038072,0.0,697.8436917032523,0.38769093983514014,0.757963240146637,-555.7158761741744,False
Pulsed,0.06,0.006,0.15,40.0,38.03686519511078,2.865318204634807,3.5687679165797053,0.0,572.3161437367089,0.3179534131870605,1.1789210438728333,-238.0429486215148,False
Random,0.06,0.006,0.15,40.0,37.58187693124965,2.996468940076359,3.7791151154063565,0.0,556.086422995897,0.30893690166438725,0.5859853625297546,-265.5412811456936,False
Constant,0.06,0.006,0.15,75.0,36.585471370611245,2.36849600134397,3.404662722492865,0.0,737.3859603482415,0.40965886686013414,0.8070130348205566,-223.29114747969786,False
Step,0.06,0.006,0.15,75.0,39.14686072724762,4.3708672114170195,4.916031644244414,0.0,826.2541036922485,0.4590300576068047,0.9039856195449829,-454.9060481379967,False
Pulsed,0.06,0.006,0.15,75.0,36.902891033822115,2.1773396442039865,3.2622423007252994,0.0,710.7000722107477,0.3948333734504154,1.4087535738945007,-205.39815274029112,False
Random,0.06,0.006,0.15,75.0,36.536408262914485,2.3553357567290276,3.5150168734548886,0.0,690.5602059329394,0.383644558851633,0.8079034090042114,-235.8294515160741,False
Constant,0.06,0.006,0.15,100.0,36.79181809165615,2.031282039031785,3.3245761587513294,0.0,803.8262677663006,0.4465701487590559,1.2513827085494995,-216.88404044006367,False
Step,0.06,0.006,0.15,100.0,38.28517585519562,3.9471609573260573,4.633003264381286,0.0,920.3523150542751,0.5113068416968195,1.0250807404518127,-411.3435520386988,False
Pulsed,0.06,0.006,0.15,100.0,36.97504139024933,1.9341036635211604,3.2076170249611096,0.0,755.1638665376231,0.41953548140979063,1.8833204507827759,-201.4890029684495,False
Random,0.06,0.006,0.15,100.0,36.748081737876916,2.122563452122632,3.4682562377492214,0.0,729.9498825785704,0.4055277125436502,1.3721514344215393,-232.27171714820796,False
Constant,0.06,0.006,0.15,150.0,37.15240774028808,1.912631899607914,3.320849294953483,0.0,846.0015786592849,0.470000877032936,1.6156494617462158,-219.52527267419546,False
Step,0.06,0.006,0.15,150.0,37.92885078091089,3.734930780111074,4.529522487419391,0.0,988.7147609079257,0.549285978282181,1.0,-398.67302747034944,False
Pulsed,0.06,0.006,0.15,150.0,37.110735911950684,1.9040684573514548,3.21315957662534,0.0,787.5830837003887,0.43754615761132704,2.1905959844589233,-204.51251601822335,False
Random,0.06,0.006,0.15,150.0,37.09981624502334,2.0558046718444096,3.471571466404301,0.0,771.0490051344968,0.4283605584080538,1.6428314447402954,-235.58769583654612,False
Constant,0.06,0.006,0.2,40.0,37.51375591754831,2.8557616548637075,3.628061485972298,0.0,633.9711332917213,0.3522061851620674,0.6308398842811584,-247.4227432390634,False
Step,0.06,0.006,0.2,40.0,40.18375851620741,4.8493671483282705,5.3146191828740506,0.0,730.6758072983939,0.4059310040546633,0.7886878848075867,-523.6489430149387,False
Pulsed,0.06,0.006,0.2,40.0,37.65738162676351,2.6581642814596336,3.4522201142569537,0.0,607.0709389501717,0.3372616327500954,1.229276955127716,-224.3625672009678,False
Random,0.06,0.006,0.2,40.0,37.21049963606181,2.795849269475271,3.675043464462813,0.0,590.4686824178789,0.3280381568988216,0.6206765174865723,-252.5957443494297,False
Constant,0.06,0.006,0.2,75.0,36.51160520381228,2.1859787766362233,3.3535625913975116,0.0,774.1880845618434,0.43010449142324636,0.8589770197868347,-218.51823247618827,False
Step,0.06,0.006,0.2,75.0,38.82049275333408,4.199164614664861,4.7956238511499985,0.0,860.2410495124161,0.4779116941735645,0.9388561844825745,-435.45727002761294,False
Pulsed,0.06,0.006,0.2,75.0,36.8695033321892,2.038982175114777,3.2242522514381315,0.0,739.0885162381455,0.4106047312434142,1.6046265959739685,-202.0886471050609,False
Random,0.06,0.006,0.2,75.0,36.46082844611021,2.2073986257558253,3.48092736493149,0.0,719.6143451174721,0.3997857472874845,0.9437245726585388,-232.66655439277048,False
Constant,0.06,0.006,0.2,100.0,36.72514278403941,1.9478959709998915,3.3084711742200916,0.0,814.6948284106329,0.45260823800590716,1.4794462323188782,-215.62905345582078,False
Step,0.06,0.006,0.2,100.0,37.994651981593066,3.790413227300968,4.545738226184461,0.0,955.1772066464182,0.5306540036924545,1.0698026418685913,-398.7848293246938,False
Pulsed,0.06,0.006,0.2,100.0,36.952432495443226,1.8720064381482746,3.196273402708454,0.0,769.1467194524594,0.4273037330291441,2.0686524510383606,-200.8662124266577,False
Random,0.06,0.006,0.2,100.0,36.681374346998446,2.0592880806422045,3.457461465727849,0.0,742.8377273621736,0.41268762631231865,1.5870587825775146,-231.62437905063402,False
Constant,0.06,0.006,0.2,150.0,37.0960069934402,1.9032011977961079,3.3174567543805105,0.0,847.8691190606914,0.4710383994781619,1.583485186100006,-219.1314236708701,False
Step,0.06,0.006,0.2,150.0,37.892658638939274,3.7179021487826645,4.519855411261617,0.0,991.2233533614781,0.5506796407563767,1.0,-397.16643426746924,False
Pulsed,0.06,0.006,0.2,150.0,37.08852667583552,1.8976245912269267,3.2100786455885166,0.0,789.8361433125101,0.43879785739583893,2.1728376746177673,-204.20046588671528,False
Random,0.06,0.006,0.2,150.0,37.044436835166884,2.0475893731638575,3.4687373608279692,0.0,773.7833861811087,0.4298796589895048,1.625952422618866,-235.308871539367,False
Constant,0.06,0.006,0.25,40.0,37.147116172247955,2.645814818550347,3.5194990201877903,0.0,670.0592579091317,0.3722551432828509,0.6643866300582886,-234.60478775567952,False
Step,0.06,0.006,0.25,40.0,39.81171780912233,4.6558981339491226,5.154648582434647,0.0,764.232093014929,0.4245733850082939,0.8201788067817688,-494.8270668252508,False
Pulsed,0.06,0.006,0.25,40.0,37.288731137013365,2.454058630035679,3.355873621963404,0.0,642.7523248552752,0.35708462491959736,1.276946246623993,-213.67438844561255,False
Random,0.06,0.006,0.25,40.0,36.851518309137845,2.5998121271193653,3.590269776816075,0.0,625.5710889859474,0.3475394938810819,0.6599884033203125,-242.5973074551496,False
Constant,0.06,0.006,0.25,75.0,36.43458481274886,2.035956361403475,3.3195751757843874,0.0,801.5657940020319,0.44531433000112886,1.0048861503601074,-215.57489718640912,False
Step,0.06,0.006,0.25,75.0,38.50467866404193,4.031063942893267,4.686553495022401,0.0,894.7823433466256,0.4971013018592364,0.974359393119812,-418.5262676442968,False
Pulsed,0.06,0.006,0.25,75.0,36.82899274837255,1.9272466865161697,3.1997112383777657,0.0,751.3240601113066,0.4174022556173926,1.7296999096870422,-199.86770885040457,False
Random,0.06,0.006,0.25,75.0,36.38086473422495,2.1048398818726644,3.458906090640267,0.0,728.6639682956156,0.40481331571978646,1.1350597143173218,-230.41559821645538,False
Constant,0.06,0.006,0.25,100.0,36.65661190385634,1.8765987576974337,3.2991302355913588,0.0,830.3188786278479,0.46128826590435995,1.6521440148353577,-215.33280717778692,False
Step,0.06,0.006,0.25,100.0,37.74004963105612,3.6455723637659525,4.47325048115584,0.0,988.7487547183409,0.5493048637324116,1.0906270146369934,-388.8593792733936,False
Pulsed,0.06,0.006,0.25,100.0,36.92951221470342,1.8510040719897267,3.1911617655734146,0.0,778.8670804779977,0.4327039335988876,2.397119700908661,-200.7908280583077,False
Random,0.06,0.006,0.25,100.0,36.609621538226264,2.002127462407854,3.4506630856695812,0.0,758.5973954413785,0.42144299746743247,1.6915539503097534,-231.50665384881611,False
Constant,0.06,0.006,0.25,150.0,37.03835511186479,1.8945833636160452,3.3142462876500556,0.0,849.4509071381763,0.47191717063232014,1.5576367378234863,-218.74487180473966,False
Step,0.06,0.006,0.25,150.0,37.86418838886337,3.7005711833557946,4.510156034487399,0.0,993.7815207811072,0.552100844878393,1.0,-395.65888900319345,False
Pulsed,0.06,0.006,0.25,150.0,37.06619043948942,1.892473706637849,3.207231190153688,0.0,791.5165524403565,0.4397314180224203,2.1718470454216003,-203.89099333526806,False
Random,0.06,0.006,0.25,150.0,36.9896146706849,2.040180292976573,3.466010803948723,0.0,776.0829666419886,0.43115720368999366,1.6140214800834656,-235.01640203826346,False
Constant,0.08,0.0005,0.05,40.0,39.869352575396235,4.136386397066713,4.6175835685703195,0.0,445.6370796531555,0.24757615536286418,0.48739954829216003,-389.16702461712543,False
Step,0.08,0.0005,0.05,40.0,42.15553896555532,5.848405138840692,6.263015282923563,0.0,577.9706589062698,0.3210948105034832,0.6759949326515198,-715.9417158304124,False
Pulsed,0.08,0.0005,0.05,40.0,40.01615401280875,3.909591743595342,4.391642974096468,0.0,418.4732842249214,0.2324851579027341,1.0664843320846558,-351.96348584564595,False
Random,0.08,0.0005,0.05,40.0,39.544662800367725,4.008519440546218,4.532814215688983,0.0,403.09139264846453,0.2239396625824803,0.46728411316871643,-374.406238729481,False
Constant,0.08,0.0005,0.05,75.0,39.742200750968784,4.0801600467544175,4.560416531006534,0.0,454.03594692338083,0.2522421927352116,0.4964257776737213,-379.94566731633114,False
Step,0.08,0.0005,0.05,75.0,42.03092266284959,5.795218577319916,6.204380265339861,0.0,586.1057886094786,0.3256143270052659,0.6850096583366394,-703.0784044501347,False
Pulsed,0.08,0.0005,0.05,75.0,39.89347274969511,3.8559042767281895,4.337351635879816,0.0,426.74866580817616,0.2370825921156534,1.0883868336677551,-343.6476353299493,False
Random,0.08,0.0005,0.05,75.0,39.41850305958532,3.95767533210384,4.483233440255744,0.0,411.31099330952566,0.22850610739418092,0.47661325335502625,-366.5680986688945,False
Constant,0.08,0.0005,0.05,100.0,39.654763386396155,4.043351070122905,4.522742921318409,0.0,459.91498842887813,0.2555083269049323,0.5033200085163116,-373.95170370058713,False
Step,0.08,0.0005,0.05,100.0,41.94439060746946,5.759640714699139,6.164832781871583,0.0,591.7700870780682,0.32876115948781565,0.6917890310287476,-694.4901045469103,False
Pulsed,0.08,0.0005,0.05,100.0,39.808893259903684,3.820252631720781,4.30132579656319,0.0,432.6100686348691,0.2403389270193717,1.1016117334365845,-338.20304746456713,False
Random,0.08,0.0005,0.05,100.0,39.336836801515645,3.9246729423884386,4.450890438371603,0.0,417.0507604837185,0.23169486693539915,0.48382270336151123,-361.5215937248437,False
Constant,0.08,0.0005,0.05,150.0,39.488720608989674,3.976208249111378,4.4541983593750505,0.0,471.44435571156555,0.2619135309508698,0.5182440280914307,-363.22023149461944,False
Step,0.08,0.0005,0.05,150.0,41.777429598231734,5.693214965829874,6.090769787811169,0.0,602.817934109713,0.33489885228317384,0.706139862537384,-678.5973648453996,False
Pulsed,0.08,0.0005,0.05,150.0,39.647814418111366,3.754847280164548,4.236066509029428,0.0,444.1248401593184,0.24673602231073244,1.131902039051056,-328.49820979756765,False
Random,0.08,0.0005,0.05,150.0,39.18431757181619,3.865019565443675,4.392773205205236,0.0,428.2578450698056,0.2379210250387809,0.499353289604187,-352.5916476502738,False
Constant,0.08,0.0005,0.1,40.0,39.46789840211501,3.9050340311488636,4.415123422082662,0.0,474.49841577690677,0.2636102309871704,0.5079642832279205,-356.8058015117384,False
Step,0.08,0.0005,0.1,40.0,41.77352105753364,5.648091066688228,6.065415721911501,0.0,605.6123902669642,0.3364513279260912,0.6981244683265686,-672.8611509219148,False
Pulsed,0.08,0.0005,0.1,40.0,39.614564098112375,3.67957406068025,4.192047688701042,0.0,447.5034482588744,0.24861302681048578,1.1060243546962738,-321.63846370639897,False
Random,0.08,0.0005,0.1,40.0,39.14174043893869,3.7882268760079367,4.3510467906183425,0.0,431.30556240072474,0.23961420133373595,0.4877503216266632,-345.8503215349473,False
Constant,0.08,0.0005,0.1,75.0,39.346689112419575,3.8536877943346615,4.364092799464408,0.0,482.76068075664807,0.2682003781981378,0.5176815688610077,-348.9848759141211,False
Step,0.08,0.0005,0.1,75.0,41.653356787427484,5.597918482327241,6.010703536886034,0.0,613.6844345819263,0.3409357969899591,0.7076553702354431,-661.2843497759152,False
Pulsed,0.08,0.0005,0.1,75.0,39.49795839553159,3.6301326057124967,4.144298141765146,0.0,455.61605899984716,0.25312003277769285,1.1225990056991577,-314.70737583537976,False
Random,0.08,0.0005,0.1,75.0,39.02969201858615,3.742595527019643,4.307783454503685,0.0,439.37134038604563,0.24409518910335867,0.4979040026664734,-339.33592566596934,False
Constant,0.08,0.0005,0.1,100.0,39.26407082677782,3.820440306029845,4.330727922834743,0.0,488.5425850256288,0.27141254723646047,0.5251219868659973,-343.94271403648423,False
Step,0.08,0.0005,0.1,100.0,41.57011066449988,5.564525155399891,5.9739289482585205,0.0,619.3003832218237,0.3440557684565687,0.7148029804229736,-653.5823322093845,False
Pulsed,0.08,0.0005,0.1,100.0,39.41856075424888,3.5989678259097446,4.113571772800155,0.0,461.2521218119655,0.25625117878442527,1.1326045989990234,-310.3141534737117,False
Random,0.08,0.0005,0.1,100.0,38.95368044647277,3.7133810496633304,4.279832497608,0.0,445.0002621526364,0.2472223678625758,0.5056551992893219,-335.1840988680513,False
Constant,0.08,0.0005,0.1,150.0,39.10717149020929,3.7604613267697893,4.270579135537503,0.0,499.8865829554852,0.2777147683086029,0.5411406755447388,-335.0020230004448,False
Step,0.08,0.0005,0.1,150.0,41.409580257962894,5.502482710631525,5.9053281197463425,0.0,630.2480259647127,0.3501377922026182,0.7299118638038635,-639.3869379523503,False
Pulsed,0.08,0.0005,0.1,150.0,39.268456054804226,3.544636333561285,4.059440751625893,0.0,472.1919833040447,0.26232887961335816,1.1684500873088837,-302.713675617511,False
Random,0.08,0.0005,0.1,150.0,38.81023777118375,3.6612702042786283,4.230155671270712,0.0,455.9936458062439,0.25332980322569104,0.5224145948886871,-327.92314426291637,False
Constant,0.08,0.0005,0.15,40.0,39.07354759019544,3.6745009464830765,4.224955280423107,0.0,504.7426771556493,0.28041259841980515,0.5291085541248322,-327.8346309902151,False
Step,0.08,0.0005,0.15,40.0,41.39816922880702,5.4481317581768804,5.8747126654266335,0.0,634.2476126747206,0.3523597848192892,0.7208279371261597,-632.6947324419143,False
Pulsed,0.08,0.0005,0.15,40.0,39.22027468074903,3.454335814764721,4.006911491430426,0.0,477.64037424803246,0.26535576347112916,1.1409997344017029,-294.8840266046605,False
Random,0.08,0.0005,0.15,40.0,38.752849144365854,3.568481734572787,4.18202739827046,0.0,460.8517224782845,0.2560287347101581,0.5087679624557495,-320.4442871367926,False
Constant,0.08,0.0005,0.15,75.0,38.959194853685,3.627762694115471,4.18009416912087,0.0,512.7834207386186,0.28487967818812143,0.5396090149879456,-321.3095940596458,False
Step,0.08,0.0005,0.15,75.0,41.28225696411392,5.4008110683186095,5.823919482578046,0.0,642.2226410595795,0.35679035614421084,0.7308602333068848,-622.3350147830445,False
Pulsed,0.08,0.0005,0.15,75.0,39.10943369413397,3.4085843480705553,3.9650946525947757,0.0,485.63916651371983,0.2697995369520666,1.1503570675849915,-289.13272835446963,False
Random,0.08,0.0005,0.15,75.0,38.64780605504367,3.5276347791405644,4.144957819735885,0.0,468.6791423019022,0.2603773012788345,0.519747257232666,-315.13490270683945,False
Constant,0.08,0.0005,0.15,100.0,38.88125400358566,3.5978716035054945,4.151051089965388,0.0,518.4072773243533,0.2880040429579741,0.5476100742816925,-317.1469206235496,False
Step,0.08,0.0005,0.15,100.0,41.20227927393888,5.369482200648803,5.789912766749487,0.0,647.7652850206505,0.3598696027892503,0.7383772134780884,-615.4708239966081,False
Pulsed,0.08,0.0005,0.15,100.0,39.03479371329616,3.3803640918108804,3.938834933678884,0.0,491.14127818122506,0.27285626565623616,1.1629477143287659,-285.5812439061227,False
Random,0.08,0.0005,0.15,100.0,38.57679816051634,3.501906234913057,4.121318081436422,0.0,474.131889554963,0.2634066053083128,0.5281452834606171,-311.79877678907087,False
Constant,0.08,0.0005,0.15,150.0,38.73409464526866,3.5446718063858116,4.099299150734648,0.0,529.4432772904402,0.29413515405024454,0.564812034368515,-309.85841766391417,False
