kp,ki,bias,integral_limit,mean_total_reward,worst_max_temperature_C,mean_abs_temp_error_C,mean_rms_temp_error_C,total_time_above_safe_s,mean_total_cooling_effort,mean_action_variation,any_failure
0.12,0.004,0.15,150.0,-262.92394756078284,37.86253319513674,2.4669307715256696,3.6369372221748533,0.0,822.6751505275606,1.5679324865341187,False
0.12,0.006,0.05,100.0,-262.9760185251494,37.936656570479826,2.5179246315097448,3.6460577107595737,0.0,804.1916397189198,1.4328449964523315,False
0.12,0.006,0.1,150.0,-263.13566471790483,37.85953344032337,2.3798231423331484,3.62513039828994,0.0,847.7440828877734,1.7093806266784668,False
0.1,0.006,0.15,150.0,-263.17368939910546,37.86107469899804,2.380012413428969,3.6248235475639703,0.0,849.0397172694502,1.6442854404449463,False
0.08,0.006,0.2,150.0,-263.24061916356936,37.862645980945125,2.3805155002351652,3.624582979411479,0.0,850.7816154883476,1.6062552481889725,False
0.06,0.006,0.25,150.0,-263.32778904536616,37.86418838886337,2.3819521366465652,3.6244110790599664,0.0,852.7079867504071,1.585876315832138,False
0.12,0.006,0.15,75.0,-263.4195412211295,38.1139711590488,2.559321237153273,3.6557793528225044,0.0,788.298041552247,1.3246333748102188,False
0.16,0.002,0.25,150.0,-263.5975371896835,37.92223694337752,2.6098320788518268,3.6629058099900176,0.0,782.041840649792,1.3763278275728226,False
0.06,0.004,0.25,150.0,-263.7677031450766,37.90366839450026,2.456044011192268,3.63804699726305,0.0,827.1063746174805,1.5541350692510605,False
0.16,0.004,0.05,150.0,-263.76984658452136,37.86105024987446,2.519449292775773,3.6490685445938866,0.0,811.6067888005346,1.5808725357055664,False
0.12,0.006,0.05,150.0,-263.7781289038096,37.88582881264966,2.3911131241053285,3.6297868857100566,0.0,846.2230984306079,1.749489188194275,False
0.1,0.006,0.1,150.0,-263.7882126654098,37.888035565868265,2.390204832180032,3.629388789714745,0.0,847.1293253071926,1.680264174938202,False
0.08,0.006,0.15,150.0,-263.8507316538297,37.89032756865784,2.3904159091770403,3.6291574386787184,0.0,848.6649129719008,1.6235420256853104,False
0.08,0.004,0.2,150.0,-263.8524297323879,37.90198248186584,2.4744115614628703,3.641864731259254,0.0,822.2091536186635,1.5077832341194153,False
